ligand,pubchem_query,role,herb,scaffold,priority,sdf_file,notes,focused_role,system,state,chain_pair,receptor_file,grid_id,grid_state,grid_type,center_x,center_y,center_z,size_x,size_y,size_z,exhaustiveness,seed,output_prefix,run_mode,score_best,output_pdbqt,unidock_returncode,unidock_outdir,method,source_csv,ligand_std,grid_category,stage_source,ligand_sdf,candidate_class,rank_as_candidate,pose_available,ligand_pdbqt,receptor_pdb,score_pdbqt,ligand_heavy_atoms,min_receptor_distance,contact_residue_count,optn_contact_count,tbk1_contact_count,dual_chain_contact,cleft_contact_strong,min_dist_to_optn_res50,res50_within_8A,optn_contact_residues,tbk1_contact_residues,lig_centroid_x,lig_centroid_y,lig_centroid_z,error,ligand_efficiency_score_per_heavy_atom
Cryptotanshinone,Cryptotanshinone,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Cryptotanshinone_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,3,S15BFocused_Cryptotanshinone_WT_BD_WT_sidechain_seed3,focused_sidechain_seed3,-6.029,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Cryptotanshinone_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Cryptotanshinone,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Cryptotanshinone_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.029,22.0,3.304991376690717,6.0,4.0,2.0,True,True,3.4179997074312345,True,50GLU;53GLN;54LEU;57ALA,698GLU;701VAL,4.967999999999999,16.610227272727272,-33.907272727272726,,-0.27404545454545454
Tanshinone_I,Tanshinone I,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_I_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,3,S15BFocused_Tanshinone_I_WT_BD_WT_sidechain_seed3,focused_sidechain_seed3,-6.102,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Tanshinone_I_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_I,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Tanshinone_I_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.102,21.0,3.064057930261764,5.0,4.0,1.0,True,False,3.064057930261764,True,50GLU;53GLN;54LEU;57ALA,701VAL,5.130904761904762,16.394333333333332,-33.148999999999994,,-0.2905714285714286
Coptisine_anchor,Coptisine,anchor_existing_main,Coptidis Rhizoma / Huanglian,protoberberine alkaloid,anchor,ligands_sdf_manual/Coptisine_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,main_anchor,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Coptisine_anchor_E50K_BD_E50K_sidechain_seed1,focused_sidechain_seed3,-6.0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Coptisine_anchor_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Coptisine,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Coptisine_anchor_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-6.0,24.0,3.304401156034177,6.0,3.0,3.0,True,True,8.057291418336563,False,35PHE;39GLU;43GLN,691LYS;694LYS;695GLU,-1.2884583333333337,20.358708333333336,-50.190625,,-0.25
Linarin_anchor,Linarin,anchor_existing_raw_score,Buddlejae Flos / Mimenghua,flavone glycoside,anchor,ligands_sdf_manual/Linarin_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,conditional_anchor,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Linarin_anchor_E50K_BD_E50K_sidechain_seed1,focused_sidechain_seed3,-4.454,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Linarin_anchor_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Linarin,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Linarin_anchor_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-4.454,42.0,3.1147738280652115,8.0,4.0,4.0,True,True,6.811775466058757,True,35PHE;39GLU;42GLN;43GLN,691LYS;694LYS;695GLU;698GLU,1.5215000000000003,21.402047619047625,-50.239333333333335,,-0.10604761904761904
Tanshinone_IIA,Tanshinone IIA,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_IIA_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Tanshinone_IIA_E50K_BD_E50K_sidechain_seed1,focused_sidechain_seed3,-5.536,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Tanshinone_IIA_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_IIA,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Tanshinone_IIA_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.536,22.0,3.394198579930172,6.0,4.0,2.0,True,True,6.472474101918057,True,53GLN;56GLU;57ALA;60LEU,701VAL;708ASN,8.79418181818182,14.07445454545455,-31.44954545454545,,-0.2516363636363636
Cryptotanshinone,Cryptotanshinone,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Cryptotanshinone_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Cryptotanshinone_E50K_BD_E50K_sidechain_seed1,focused_sidechain_seed3,-5.385,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Cryptotanshinone_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Cryptotanshinone,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Cryptotanshinone_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.385,22.0,3.3522300040420845,7.0,4.0,3.0,True,True,5.985285707466267,True,53GLN;56GLU;57ALA;60LEU,701VAL;704LEU;708ASN,9.073181818181816,13.843136363636363,-31.35154545454545,,-0.24477272727272725
Tanshinone_I,Tanshinone I,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_I_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Tanshinone_I_E50K_BD_E50K_sidechain_seed1,focused_sidechain_seed3,-5.362,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Tanshinone_I_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_I,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Tanshinone_I_E50K_BD_E50K_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.362,21.0,3.4430789999650018,6.0,2.0,4.0,True,True,3.4964903832271617,True,50LYS;53GLN,697MET;698GLU;701VAL;702LYS,2.344238095238095,19.376238095238097,-35.29419047619048,,-0.25533333333333336
Coptisine_anchor,Coptisine,anchor_existing_main,Coptidis Rhizoma / Huanglian,protoberberine alkaloid,anchor,ligands_sdf_manual/Coptisine_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,main_anchor,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Coptisine_anchor_E50K_BD_E50K_sidechain_seed2,focused_sidechain_seed3,-6.01,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Coptisine_anchor_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Coptisine,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Coptisine_anchor_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-6.01,24.0,3.291098752696432,6.0,3.0,3.0,True,True,8.056167389025628,False,35PHE;39GLU;43GLN,691LYS;694LYS;695GLU,-1.1587083333333337,20.294666666666664,-50.2085,,-0.2504166666666667
Linarin_anchor,Linarin,anchor_existing_raw_score,Buddlejae Flos / Mimenghua,flavone glycoside,anchor,ligands_sdf_manual/Linarin_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,conditional_anchor,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Linarin_anchor_E50K_BD_E50K_sidechain_seed2,focused_sidechain_seed3,-5.131,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Linarin_anchor_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Linarin,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Linarin_anchor_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.131,42.0,2.917117926995754,8.0,6.0,2.0,True,True,3.260938975203307,True,42GLN;45LYS;46GLU;49THR;50LYS;53GLN,698GLU;702LYS,6.929142857142856,18.04419047619048,-41.37416666666665,,-0.12216666666666667
Tanshinone_IIA,Tanshinone IIA,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_IIA_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Tanshinone_IIA_E50K_BD_E50K_sidechain_seed2,focused_sidechain_seed3,-5.425,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Tanshinone_IIA_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_IIA,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Tanshinone_IIA_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.425,22.0,3.186488663089827,6.0,4.0,2.0,True,True,6.284650348269185,True,53GLN;56GLU;57ALA;60LEU,704LEU;708ASN,9.345227272727271,13.672545454545457,-31.27704545454545,,-0.24659090909090908
Cryptotanshinone,Cryptotanshinone,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Cryptotanshinone_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Cryptotanshinone_E50K_BD_E50K_sidechain_seed2,focused_sidechain_seed3,-5.842,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Cryptotanshinone_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Cryptotanshinone,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Cryptotanshinone_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.842,22.0,3.2047503802948505,7.0,4.0,3.0,True,True,3.2047503802948505,True,50LYS;53GLN;54LEU;57ALA,701VAL;704LEU;708ASN,5.223772727272728,16.05868181818182,-32.9545,,-0.26554545454545453
Tanshinone_I,Tanshinone I,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_I_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Tanshinone_I_E50K_BD_E50K_sidechain_seed2,focused_sidechain_seed3,-5.698,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Tanshinone_I_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_I,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Tanshinone_I_E50K_BD_E50K_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.698,21.0,3.0575944793252106,5.0,4.0,1.0,True,False,3.0575944793252106,True,50LYS;53GLN;54LEU;57ALA,701VAL,5.762904761904762,16.11114285714286,-33.092523809523804,,-0.27133333333333337
Coptisine_anchor,Coptisine,anchor_existing_main,Coptidis Rhizoma / Huanglian,protoberberine alkaloid,anchor,ligands_sdf_manual/Coptisine_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,main_anchor,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,3,S15BFocused_Coptisine_anchor_E50K_BD_E50K_sidechain_seed3,focused_sidechain_seed3,-5.629,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Coptisine_anchor_E50K_BD_E50K_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Coptisine,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Coptisine_anchor_E50K_BD_E50K_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.629,24.0,3.2078735947664763,6.0,4.0,2.0,True,True,3.334928185133826,True,50LYS;53GLN;54LEU;57ALA,698GLU;701VAL,6.1407083333333325,15.922291666666666,-34.390625,,-0.23454166666666665
Linarin_anchor,Linarin,anchor_existing_raw_score,Buddlejae Flos / Mimenghua,flavone glycoside,anchor,ligands_sdf_manual/Linarin_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,conditional_anchor,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,3,S15BFocused_Linarin_anchor_E50K_BD_E50K_sidechain_seed3,focused_sidechain_seed3,-5.089,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Linarin_anchor_E50K_BD_E50K_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Linarin,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Linarin_anchor_E50K_BD_E50K_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.089,42.0,2.859004197268694,10.0,8.0,2.0,True,True,3.4137915870773354,True,42GLN;43GLN;46GLU;49THR;50LYS;53GLN;54LEU;57ALA,694LYS;701VAL,6.689,18.30683333333333,-42.420119047619046,,-0.12116666666666667
Tanshinone_IIA,Tanshinone IIA,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_IIA_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,E50K_BD,E50K,BD,receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,3,S15BFocused_Tanshinone_IIA_E50K_BD_E50K_sidechain_seed3,focused_sidechain_seed3,-5.498,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Tanshinone_IIA_E50K_BD_E50K_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_IIA,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Tanshinone_IIA_E50K_BD_E50K_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_BD_5EOA_superposed_to_WT_AC.pdb,-5.498,22.0,3.176022355085053,5.0,4.0,1.0,True,False,6.082421392833611,True,53GLN;56GLU;57ALA;60LEU,701VAL,9.364909090909087,13.563954545454544,-31.663,,-0.24990909090909091
