ligand,pubchem_query,role,herb,scaffold,priority,sdf_file,notes,focused_role,system,state,chain_pair,receptor_file,grid_id,grid_state,grid_type,center_x,center_y,center_z,size_x,size_y,size_z,exhaustiveness,seed,output_prefix,run_mode,score_best,output_pdbqt,unidock_returncode,unidock_outdir,method,source_csv,ligand_std,grid_category,stage_source,ligand_sdf,candidate_class,rank_as_candidate,pose_available,ligand_pdbqt,receptor_pdb,score_pdbqt,ligand_heavy_atoms,min_receptor_distance,contact_residue_count,optn_contact_count,tbk1_contact_count,dual_chain_contact,cleft_contact_strong,min_dist_to_optn_res50,res50_within_8A,optn_contact_residues,tbk1_contact_residues,lig_centroid_x,lig_centroid_y,lig_centroid_z,error,ligand_efficiency_score_per_heavy_atom
Cryptotanshinone,Cryptotanshinone,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Cryptotanshinone_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,3,S15BFocused_Cryptotanshinone_E50K_AC_E50K_sidechain_seed3,focused_sidechain_seed3,-6.42,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_AC_AC_res50_sidechain_avg_26A_seed3/S15BFocused_Cryptotanshinone_E50K_AC_E50K_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_AC_AC_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Cryptotanshinone,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_AC_AC_res50_sidechain_avg_26A_seed3/S15BFocused_Cryptotanshinone_E50K_AC_E50K_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-6.42,22.0,3.1413618066055364,6.0,3.0,3.0,True,True,3.603415740654969,True,50LYS;53GLN;54LEU,701VAL;702LYS;704LEU,2.7171363636363632,18.073318181818184,-34.15045454545455,,-0.2918181818181818
Tanshinone_I,Tanshinone I,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_I_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,E50K_AC,E50K,AC,receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,AC_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.2636,15.0388,-40.3993,26,26,26,32,3,S15BFocused_Tanshinone_I_E50K_AC_E50K_sidechain_seed3,focused_sidechain_seed3,-5.882,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_AC_AC_res50_sidechain_avg_26A_seed3/S15BFocused_Tanshinone_I_E50K_AC_E50K_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_AC_AC_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_I,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/E50K_AC_AC_res50_sidechain_avg_26A_seed3/S15BFocused_Tanshinone_I_E50K_AC_E50K_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/E50K_AC_5EOA_superposed_to_WT_AC.pdb,-5.882,21.0,3.435873833539294,6.0,2.0,4.0,True,True,3.5226888877674134,True,50LYS;53GLN,701VAL;702LYS;704LEU;705ALA,2.300095238095238,18.54690476190476,-34.09957142857143,,-0.28009523809523806
Coptisine_anchor,Coptisine,anchor_existing_main,Coptidis Rhizoma / Huanglian,protoberberine alkaloid,anchor,ligands_sdf_manual/Coptisine_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,main_anchor,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Coptisine_anchor_WT_BD_WT_sidechain_seed1,focused_sidechain_seed3,-6.101,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Coptisine_anchor_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Coptisine,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Coptisine_anchor_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.101,24.0,3.309383326240709,6.0,6.0,0.0,False,False,7.527629972308685,True,35PHE;39GLU;42GLN;43GLN;45LYS;46GLU,,5.168916666666666,19.052875000000004,-49.722791666666666,,-0.2542083333333333
Linarin_anchor,Linarin,anchor_existing_raw_score,Buddlejae Flos / Mimenghua,flavone glycoside,anchor,ligands_sdf_manual/Linarin_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,conditional_anchor,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Linarin_anchor_WT_BD_WT_sidechain_seed1,focused_sidechain_seed3,-5.001,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Linarin_anchor_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Linarin,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Linarin_anchor_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-5.001,42.0,2.78213119748153,7.0,6.0,1.0,True,False,4.627658263095925,True,35PHE;42GLN;43GLN;45LYS;46GLU;53GLN,694LYS,6.455761904761904,19.133642857142856,-46.58309523809523,,-0.11907142857142858
Tanshinone_IIA,Tanshinone IIA,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_IIA_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Tanshinone_IIA_WT_BD_WT_sidechain_seed1,focused_sidechain_seed3,-5.981,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Tanshinone_IIA_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_IIA,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Tanshinone_IIA_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-5.981,22.0,3.368362955502271,5.0,3.0,2.0,True,True,3.368362955502271,True,50GLU;53GLN;57ALA,701VAL;708ASN,4.96059090909091,16.49377272727273,-33.381045454545465,,-0.27186363636363636
Cryptotanshinone,Cryptotanshinone,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Cryptotanshinone_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Cryptotanshinone_WT_BD_WT_sidechain_seed1,focused_sidechain_seed3,-6.0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Cryptotanshinone_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Cryptotanshinone,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Cryptotanshinone_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.0,22.0,3.297133603601771,8.0,4.0,4.0,True,True,3.297133603601771,True,50GLU;53GLN;54LEU;57ALA,701VAL;704LEU;705ALA;708ASN,4.779954545454545,16.43118181818182,-33.288681818181814,,-0.2727272727272727
Tanshinone_I,Tanshinone I,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_I_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,1,S15BFocused_Tanshinone_I_WT_BD_WT_sidechain_seed1,focused_sidechain_seed3,-5.772,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Tanshinone_I_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_I,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed1/S15BFocused_Tanshinone_I_WT_BD_WT_sidechain_seed1_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-5.772,21.0,3.213419518207978,5.0,2.0,3.0,True,True,8.024198963136444,False,35PHE;43GLN,691LYS;694LYS;695GLU,-1.734142857142857,20.260285714285715,-50.08557142857143,,-0.27485714285714286
Coptisine_anchor,Coptisine,anchor_existing_main,Coptidis Rhizoma / Huanglian,protoberberine alkaloid,anchor,ligands_sdf_manual/Coptisine_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,main_anchor,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Coptisine_anchor_WT_BD_WT_sidechain_seed2,focused_sidechain_seed3,-6.101,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Coptisine_anchor_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Coptisine,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Coptisine_anchor_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.101,24.0,3.318491826116197,6.0,6.0,0.0,False,False,7.498568196662615,True,35PHE;39GLU;42GLN;43GLN;45LYS;46GLU,,5.171124999999997,19.054166666666667,-49.68875000000002,,-0.2542083333333333
Linarin_anchor,Linarin,anchor_existing_raw_score,Buddlejae Flos / Mimenghua,flavone glycoside,anchor,ligands_sdf_manual/Linarin_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,conditional_anchor,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Linarin_anchor_WT_BD_WT_sidechain_seed2,focused_sidechain_seed3,-5.727,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Linarin_anchor_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Linarin,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Linarin_anchor_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-5.727,42.0,2.738039627178542,10.0,7.0,3.0,True,True,3.494680242883464,True,42GLN;43GLN;45LYS;46GLU;49THR;50GLU;53GLN,694LYS;698GLU;701VAL,7.467095238095238,17.921809523809525,-44.09338095238096,,-0.13635714285714287
Tanshinone_IIA,Tanshinone IIA,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_IIA_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Tanshinone_IIA_WT_BD_WT_sidechain_seed2,focused_sidechain_seed3,-6.008,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Tanshinone_IIA_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_IIA,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Tanshinone_IIA_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.008,22.0,3.3116372083910424,5.0,3.0,2.0,True,True,3.3116372083910424,True,50GLU;53GLN;57ALA,701VAL;708ASN,4.935227272727273,16.40472727272727,-33.36622727272728,,-0.2730909090909091
Cryptotanshinone,Cryptotanshinone,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Cryptotanshinone_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Cryptotanshinone_WT_BD_WT_sidechain_seed2,focused_sidechain_seed3,-5.96,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Cryptotanshinone_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Cryptotanshinone,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Cryptotanshinone_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-5.96,22.0,3.3181883611392533,5.0,3.0,2.0,True,True,3.5273042114339934,True,50GLU;53GLN;57ALA,698GLU;701VAL,4.909318181818182,16.740545454545455,-33.841636363636354,,-0.27090909090909093
Tanshinone_I,Tanshinone I,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_I_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,2,S15BFocused_Tanshinone_I_WT_BD_WT_sidechain_seed2,focused_sidechain_seed3,-6.094,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Tanshinone_I_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_I,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed2/S15BFocused_Tanshinone_I_WT_BD_WT_sidechain_seed2_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.094,21.0,3.053774385903451,5.0,4.0,1.0,True,False,3.053774385903451,True,50GLU;53GLN;54LEU;57ALA,701VAL,5.167476190476191,16.35904761904762,-33.11357142857143,,-0.2901904761904762
Coptisine_anchor,Coptisine,anchor_existing_main,Coptidis Rhizoma / Huanglian,protoberberine alkaloid,anchor,ligands_sdf_manual/Coptisine_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,main_anchor,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,3,S15BFocused_Coptisine_anchor_WT_BD_WT_sidechain_seed3,focused_sidechain_seed3,-6.011,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Coptisine_anchor_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Coptisine,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Coptisine_anchor_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.011,24.0,3.307684839884238,6.0,6.0,0.0,False,False,7.465680009215498,True,35PHE;39GLU;42GLN;43GLN;45LYS;46GLU,,5.398791666666667,18.979,-49.44725,,-0.25045833333333334
Linarin_anchor,Linarin,anchor_existing_raw_score,Buddlejae Flos / Mimenghua,flavone glycoside,anchor,ligands_sdf_manual/Linarin_anchor_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,conditional_anchor,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,3,S15BFocused_Linarin_anchor_WT_BD_WT_sidechain_seed3,focused_sidechain_seed3,-5.63,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Linarin_anchor_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Linarin,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Linarin_anchor_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-5.63,42.0,2.806414438389313,10.0,8.0,2.0,True,True,3.5022175831892564,True,39GLU;42GLN;43GLN;45LYS;46GLU;49THR;50GLU;53GLN,698GLU;701VAL,6.653190476190477,18.168880952380945,-44.65838095238096,,-0.13404761904761905
Tanshinone_IIA,Tanshinone IIA,new_diterpene_optional,Salviae Miltiorrhizae Radix / Danshen,diterpene quinone,optional,ligands_sdf_manual/Tanshinone_IIA_3D.sdf,Chemistry-centered sensitivity grid retained for Stage14/optional sensitivity.,new_focused_candidate,WT_BD,WT,BD,receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,BD_res50_sidechain_avg_26A,avg,res50_sidechain_avg,3.7261,15.0095,-41.1321,26,26,26,32,3,S15BFocused_Tanshinone_IIA_WT_BD_WT_sidechain_seed3,focused_sidechain_seed3,-6.028,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Tanshinone_IIA_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,0,/content/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3,"Uni-Dock(vina_scoring, search_mode=fast)",/mnt/data/stage16_work/stage15B_focused_selected7_summary/focused_sidechain_seed3/stage15B_focused_selected7_focused_sidechain_seed3_raw.csv,Tanshinone_IIA,sidechain,stage15B,,,,True,/mnt/data/stage16_work/stage15B_focused_selected7_outputs/focused_sidechain_seed3/WT_BD_BD_res50_sidechain_avg_26A_seed3/S15BFocused_Tanshinone_IIA_WT_BD_WT_sidechain_seed3_ligand_out.pdbqt,/mnt/data/stage16_work/stage14A_vina_seed10_validation_package/receptors_pdb_aligned/WT_BD_5EOF_superposed_to_WT_AC.pdb,-6.028,22.0,3.3296800146560663,5.0,3.0,2.0,True,True,3.3296800146560663,True,50GLU;53GLN;57ALA,701VAL;708ASN,4.967954545454545,16.342181818181817,-33.37509090909091,,-0.27399999999999997
